"Date","Event","Data"
10/3/2024 9:24:15 AM,LogMeasureImpedanceByOrder,LeadImpedance = [984 Ohms] - Terminal[0] = [+] - Terminal[1] = [Off] - Terminal[2] = [-] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/3/2024 9:24:25 AM,LogProgramming,Device mode = [Ready] - Magnet mode = [Safety M.] - Balance mode = [Active] - TranstImpedPulseTerm = [IMP1-Case] - TherapyPauseMode = [Enabled] - GyroscopeMode = [Enabled] - PhasicTime = [2.0 sec] - TherapyRate = [15] bpm - RiseTime = [0.1] sec - FallTime = [0.1] sec - TonicAmplitude = [0.00 mA] - PhasicAmplitude = [1.00 mA] - OnsetRampTime = [10 min] - EndingRampTime = [0 min] - PulseWidth = [152.5 micro sec] - Frequency = [30 Hz] - InterphasePeriod = [61.0 micro sec] - BurstCycles = [2 cycles] - TherapyLength = [360] min - TherapyDelay = [15 min] - TherapyPause = [8 min] - MaxPhasicAmplitude = [1.40 mA] - MinPhasicAmplitude = [0.90 mA] - AmplitudeStep = [0.05 mA] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off] - IMUSamplingRate = [50 Hz] - TranstImpedSamplingRate = [One stim. pulse] - StepUpVoltage = [Auto]
10/3/2024 9:24:27 AM,LogMeasureImpedanceByOrder,LeadImpedance = [607 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/3/2024 9:24:28 AM,LogMeasureImpedanceByOrder,LeadImpedance = [618 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/3/2024 9:24:29 AM,LogMeasureImpedanceByOrder,LeadImpedance = [604 Ohms] - Terminal[0] = [+] - Terminal[1] = [-] - Terminal[2] = [+] - Terminal[3] = [Off] - Terminal[4] = [Off]
10/3/2024 10:26:13 AM,LogPositionChange,Posture = [Active]
10/3/2024 10:26:20 AM,LogPositionChange,Posture = [Supine]
10/3/2024 10:26:24 AM,LogPositionChange,Posture = [Active]
10/3/2024 10:26:31 AM,LogPositionChange,Posture = [Supine]
10/3/2024 10:26:35 AM,LogPositionChange,Posture = [Active]
10/3/2024 10:27:23 AM,LogPositionChange,Posture = [Supine]
10/3/2024 10:29:51 AM,LogPositionChange,Posture = [Active]
10/3/2024 10:29:54 AM,LogPositionChange,Posture = [Supine]
10/3/2024 10:47:06 AM,LogPositionChange,Posture = [Active]
10/3/2024 10:47:12 AM,LogPositionChange,Posture = [Supine]
10/3/2024 10:50:18 AM,LogPositionChange,Posture = [Active]
10/3/2024 10:50:30 AM,LogPositionChange,Posture = [Supine]
10/3/2024 10:51:04 AM,LogPositionChange,Posture = [Active]
10/3/2024 10:51:07 AM,LogPositionChange,Posture = [Supine]
10/3/2024 10:58:45 AM,LogPositionChange,Posture = [Active]
10/3/2024 10:58:57 AM,LogPositionChange,Posture = [Supine]
10/3/2024 10:59:05 AM,LogPositionChange,Posture = [Active]
10/3/2024 10:59:15 AM,LogPositionChange,Posture = [Supine]
10/3/2024 10:59:50 AM,LogPositionChange,Posture = [Active]
10/3/2024 11:00:03 AM,LogPositionChange,Posture = [Supine]
10/3/2024 11:15:57 AM,LogPositionChange,Posture = [Active]
10/3/2024 11:16:01 AM,LogPositionChange,Posture = [Reclined]
10/3/2024 11:16:07 AM,LogPositionChange,Posture = [Supine]
10/3/2024 11:17:55 AM,LogPositionChange,Posture = [Active]
10/3/2024 11:17:59 AM,LogPositionChange,Posture = [Supine]
10/3/2024 2:41:25 PM,LogPositionChange,Posture = [Active]
10/3/2024 2:41:58 PM,LogPositionChange,Posture = [Supine]
10/4/2024 12:00:00 AM,LogDailyBattMeas,2.83 V
10/4/2024 12:00:00 AM,LogDailyTherapyTime,0 sec
10/4/2024 12:00:00 AM,LogTotalIpgTherapyTime,0 sec
10/4/2024 12:00:00 AM,LogDailyTimeInEachPosition,Active = [412 sec] - Standing = [0 sec] - Reclined = [64 sec] - Lying = [0 sec] - Supine = [85905 sec] - Prone = [13 sec] - RightLateral = [6 sec] - LeftLateral = [0 sec]
10/4/2024 2:44:00 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:44:22 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:44:40 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:44:57 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:47:48 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:48:46 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:49:09 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:49:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:51:44 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:51:55 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:52:00 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:52:45 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:52:54 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:53:10 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:53:26 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:53:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:55:36 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:55:49 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:56:01 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:56:20 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:56:33 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:56:40 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:56:43 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:57:02 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:57:14 AM,LogPositionChange,Posture = [Active]
10/4/2024 2:57:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 2:59:52 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:00:06 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:00:10 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:00:19 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:00:25 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:00:28 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:00:40 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:00:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:01:07 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:01:25 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:03:41 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:03:49 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:04:28 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:04:34 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:04:37 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:04:59 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:05:07 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:05:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:08:04 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:08:21 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:08:28 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:08:48 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:09:07 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:09:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:11:45 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:11:50 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:11:59 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:12:08 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:12:19 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:12:27 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:12:36 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:12:44 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:12:56 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:13:00 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:13:07 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:13:18 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:15:43 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:15:54 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:16:06 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:16:20 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:16:48 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:17:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:20:13 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:20:24 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:20:42 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:20:54 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:21:11 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:21:24 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:23:35 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:23:44 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:24:26 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:24:55 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:25:12 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:25:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:27:47 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:28:23 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:28:37 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:28:51 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:29:07 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:29:16 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:31:45 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:31:54 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:31:59 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:32:05 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:32:39 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:32:50 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:32:55 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:32:59 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:33:12 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:33:25 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:35:39 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:35:42 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:36:31 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:37:03 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:39:40 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:40:12 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:40:22 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:40:36 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:43:54 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:44:07 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:44:26 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:44:41 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:45:17 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:45:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:48:29 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:49:16 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:51:44 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:52:33 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:52:50 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:53:02 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:53:14 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:53:24 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:55:41 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:55:47 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:55:55 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:56:02 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:56:12 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:56:19 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:56:27 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:56:35 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:56:43 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:56:47 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:56:50 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:56:54 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:57:06 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:57:16 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:57:19 AM,LogPositionChange,Posture = [Active]
10/4/2024 3:57:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 3:59:52 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:00:07 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:00:55 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:01:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:03:36 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:03:54 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:03:59 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:04:13 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:04:20 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:04:28 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:04:33 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:04:46 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:04:55 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:05:11 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:05:16 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:05:19 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:07:46 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:08:00 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:08:19 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:08:30 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:08:45 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:08:49 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:08:54 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:08:58 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:09:10 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:09:21 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:11:39 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:12:02 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:12:16 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:12:27 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:12:38 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:12:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:13:17 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:13:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:15:46 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:15:57 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:16:43 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:16:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:17:04 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:17:07 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:17:17 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:17:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:20:00 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:20:07 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:20:37 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:20:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:23:36 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:23:47 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:24:02 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:24:55 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:25:26 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:25:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:27:38 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:27:53 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:28:14 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:28:26 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:29:06 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:29:17 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:32:33 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:32:46 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:33:03 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:33:14 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:35:42 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:36:10 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:36:37 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:36:40 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:36:50 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:37:03 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:37:23 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:37:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:39:42 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:39:59 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:40:48 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:41:08 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:44:31 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:44:38 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:45:08 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:45:13 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:45:23 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:45:30 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:47:48 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:48:00 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:48:34 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:48:48 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:49:15 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:49:25 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:51:50 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:52:00 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:53:00 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:53:13 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:55:51 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:56:08 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:57:26 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:57:30 AM,LogPositionChange,Posture = [Supine]
10/4/2024 4:59:41 AM,LogPositionChange,Posture = [Active]
10/4/2024 4:59:57 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:00:21 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:00:30 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:01:02 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:01:06 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:01:16 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:01:23 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:03:50 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:04:02 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:04:40 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:04:54 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:05:18 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:05:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:07:37 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:07:53 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:08:06 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:08:13 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:08:23 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:08:28 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:08:53 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:08:59 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:09:10 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:09:30 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:12:02 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:13:13 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:13:27 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:13:30 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:15:44 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:15:47 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:15:56 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:16:10 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:19:43 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:19:50 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:20:04 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:20:17 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:20:32 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:21:15 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:23:54 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:24:01 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:24:51 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:24:57 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:25:06 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:25:16 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:28:15 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:28:24 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:28:44 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:29:28 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:31:41 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:31:52 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:32:05 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:32:13 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:32:20 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:32:32 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:32:44 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:32:49 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:33:09 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:33:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:36:30 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:36:34 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:36:46 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:36:56 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:37:11 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:37:22 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:39:59 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:40:25 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:40:40 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:40:43 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:40:51 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:41:18 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:43:39 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:43:48 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:44:39 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:44:47 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:48:23 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:48:40 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:48:53 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:49:02 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:49:20 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:49:29 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:51:43 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:51:55 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:52:33 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:52:46 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:53:10 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:53:13 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:55:42 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:56:17 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:56:30 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:56:36 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:56:53 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:56:59 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:57:11 AM,LogPositionChange,Posture = [Active]
10/4/2024 5:57:30 AM,LogPositionChange,Posture = [Supine]
10/4/2024 5:59:44 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:00:11 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:00:35 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:00:39 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:00:46 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:00:51 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:03:39 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:03:51 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:04:18 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:04:22 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:04:49 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:05:30 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:08:28 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:08:36 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:08:40 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:08:46 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:11:44 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:11:59 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:13:14 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:13:25 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:15:38 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:16:15 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:16:42 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:16:48 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:17:13 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:17:17 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:17:28 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:17:31 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:19:59 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:20:03 AM,LogPositionChange,Posture = [Supine]
10/4/2024 6:20:31 AM,LogPositionChange,Posture = [Active]
10/4/2024 6:20:34 AM,LogPositionChange,Posture = [Supine]
